鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),交易標的橫坐標,交易標的縱坐標
士林區,建物,臺北市士林區中山北路七段216巷1~50號,0,住,,,10109,土地0建物2車位0,地下一層,5,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,880813,310.82,4,3,3,有,有,有,100000,322,坡道平面,0,0,303782,2779778
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路二段51~100號,29.75,商,,,10109,土地1建物2車位1,四層,22,辦公商業大樓,商業用,鋼筋混凝土造,730709,375.12,8,1,0,有,有,有,140000,373,坡道平面,38.22,0,305462,2769230
大安區,房地(土地+建物),臺北市大安區新生南路一段165巷1~50號,37.13,住,,,10109,土地2建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630301,106.12,3,2,2,有,無,有,60000,565,,0,0,304013,2769644
大安區,房地(土地+建物),臺北市大安區和平東路三段101~150號,3.27,商,,,10109,土地2建物1車位0,五層,12,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,930409,29.36,1,1,1,有,有,有,15000,511,,0,0,305670,2768571
大安區,建物,臺北市大安區仁愛路四段401~450號,0,其他,,,10109,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,721130,115.89,3,2,2,有,有,有,55000,475,,0,0,306067,2770120
大安區,建物,臺北市大安區青田街1巷1~50號,0,,,,10110,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701228,217.77,3,2,3,有,無,無,46000,211,,0,0,303720,2769067
大安區,建物,臺北市大安區光復南路351~400號,0,商,,,10108,土地0建物1車位0,三層,12,辦公商業大樓,商業用,鋼筋混凝土造,,133.97,3,2,2,有,無,有,45000,336,,0,0,306252,2769996
大安區,建物,臺北市大安區復興南路二段201~250號,0,商,,,10108,土地0建物1車位0,六層,14,辦公商業大樓,商業用,鋼筋混凝土造,860203,60.76,0,0,0,無,無,無,27000,444,,0,0,304897,2768758
內湖區,房地(土地+建物),臺北市內湖區康寧路三段99巷39弄51~100號,15.58,住,,,10110,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820426,51.93,0,0,0,無,有,無,11000,212,,0,0,311630,2774144
內湖區,建物,臺北市內湖區康寧路三段189巷80弄1~50號,47.48,,,,10108,土地0建物0車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731210,93.68,3,2,2,有,無,有,16000,171,,0,0,311865,2773826
信義區,建物,臺北市信義區松仁路201~250號,0,住,,,10109,土地0建物1車位0,四層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851007,109,2,2,1,有,有,有,28000,257,,0,0,307478,2768602
士林區,建物,臺北市士林區忠誠路二段101~150號,0,住,,,10109,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,750812,156.02,3,2,2,有,有,有,57000,365,,0,0,303577,2778444
大安區,建物,臺北市大安區樂利路51~100號,0,住,,,10109,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,,93.74,2,2,2,有,無,有,50000,533,,0,0,305679,2768789
大安區,建物,臺北市大安區光復南路551~600號,0,其他,,,10108,土地0建物1車位0,地下一層,12,店面(店鋪),商業用,鋼筋混凝土造,781019,578.75,0,0,0,無,無,無,190000,328,,0,0,306237,2769687
大安區,建物,臺北市大安區光復南路601~650號,0,商,,,10109,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970627,71.68,2,1,1,有,有,有,32000,446,,0,0,306246,2769332
松山區,建物,臺北市松山區延壽街101~150號,0,其他,,,10110,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,85.68,2,2,1,有,無,無,46000,537,,0,0,306906,2772203
信義區,建物,臺北市信義區信義路五段101~150號,0,其他,,,10109,土地0建物1車位0,十九層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980702,47.31,1,1,1,有,有,有,32000,676,,0,0,307926,2769607
信義區,建物,臺北市信義區松山路451~500號,0,商,,,10110,土地0建物1車位0,一層,4,店面(店鋪),商業用,鋼筋混凝土造,,85.68,0,0,0,無,無,無,66000,770,,0,0,308285,2770368
大同區,建物,臺北市大同區寧夏路1~50號,0,商,,,10109,土地0建物1車位0,八層,9,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,850624,17.91,1,0,1,有,有,有,6000,335,,0,0,301929,2771980
中正區,建物,臺北市中正區愛國西路1~50號,5.79,,,,10110,土地0建物1車位0,二層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,710922,45.73,1,0,1,有,有,有,15000,328,,0,0,301264,2770009
內湖區,房地(土地+建物),臺北市內湖區成功路二段320巷21弄1~50號,24.82,商,,,10109,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,681209,147.57,0,0,0,無,無,無,27000,183,,0,0,309495,2773403
中山區,建物,臺北市中山區中山北路一段53巷1~50號,0,商,,,10109,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970104,49.64,0,1,1,有,有,有,30000,604,,0,0,302686,2771286
中山區,建物,臺北市中山區中山北路一段53巷1~50號,0,商,,,10109,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970104,34.18,1,0,1,有,有,有,20000,585,,0,0,302694,2771279
中山區,建物,臺北市中山區新生北路二段1~50號,0,,,,10109,土地0建物1車位0,十二層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850718,35.37,1,0,1,無,有,有,13000,368,,0,0,303154,2771918
中山區,建物,臺北市中山區長安東路二段51~100號,0,商,,,10109,土地0建物1車位0,八層,12,辦公商業大樓,商業用,鋼筋混凝土造,720719,183.11,3,0,0,有,有,無,60000,328,,0,0,303942,2771265
中山區,房地(土地+建物),臺北市中山區北安路621巷1~50號,8.97,住,,,10109,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690430,156.8,3,2,2,有,無,無,59000,376,,0,0,305283,2775035
內湖區,建物,臺北市內湖區內湖路一段651~700號,0,其他,,,10109,土地0建物1車位0,十一層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,991123,102.64,3,2,2,有,有,有,42000,409,,0,0,308052,2774793
內湖區,建物,臺北市內湖區陽光街345巷1~50號,0,工,,,10110,土地0建物1車位2,六層,7,廠辦,工業用,鋼筋混凝土造,880918,327.51,0,0,0,無,有,無,90000,275,坡道平面,44.28,0,308302,2773890
中山區,建物,臺北市中山區中山北路二段59巷1~50號,0,商,,,10109,土地0建物1車位0,十二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880928,86.66,3,2,2,有,有,有,42000,485,,0,0,302948,2772081
中山區,建物,臺北市中山區雙城街19巷1~50號,0,商,,,10109,土地0建物1車位0,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970312,33.9,1,1,1,有,有,有,17000,501,,0,0,302906,2773111
內湖區,建物,臺北市內湖區瑞光路583巷1~50號,0,工,,,10108,土地0建物1車位2,六層,7,廠辦,工業用,鋼筋混凝土造,861114,301.35,0,0,0,無,有,無,90000,299,坡道平面,71.8,0,307346,2774817
中山區,建物,臺北市中山區林森北路351~400號,0,商,,,10109,土地0建物0車位0,八層,11,辦公商業大樓,商業用,鋼筋混凝土造,601124,39.66,1,0,0,有,有,無,14000,353,,0,0,302996,2772217
內湖區,建物,臺北市內湖區港墘路151~200號,0,工,,,10109,土地0建物1車位0,十層,12,廠辦,工業用,鋼筋混凝土造,890328,382.67,0,0,0,無,有,無,121559,318,,0,0,308006,2774287
中山區,建物,臺北市中山區新生北路一段51~100號,0,商,,,10109,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770613,104.08,3,2,2,有,有,有,33000,317,,0,0,303600,2771014
中山區,建物,臺北市中山區松江路51~100號,0,商,,,10110,土地0建物1車位0,四層,6,辦公商業大樓,住家用,鋼筋混凝土造,620612,77.24,1,0,1,有,有,有,33000,427,,0,0,303812,2771538
中山區,建物,臺北市中山區中山北路二段93巷1~50號,0,商,,,10110,土地0建物1車位0,七層,9,辦公商業大樓,住家用,鋼筋混凝土造,890815,65.5,1,0,1,有,有,無,20000,305,,0,0,302856,2772460
大同區,建物,臺北市大同區延平北路一段51~100號,0,商,,,10109,土地0建物1車位0,九層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,700223,15.9,1,0,1,有,有,有,5000,314,,0,0,301681,2771532
中正區,建物,臺北市中正區仁愛路一段1~50號,0,住,,,10108,土地0建物1車位0,十六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870724,213.78,4,2,2,有,有,無,50000,234,,0,0,302897,2770159
松山區,建物,臺北市松山區民生東路五段151~200號,0,商,,,10109,土地0建物1車位0,九層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720915,115.68,3,2,2,有,有,有,36000,311,,0,0,306940,2772479
信義區,建物,臺北市信義區基隆路一段101~150號,0,住,,,10109,土地0建物1車位0,六層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,950802,33.15,1,1,1,有,有,有,20000,603,,0,0,307209,2770754
信義區,建物,臺北市信義區松平路51~100號,0,,,,10109,土地0建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870420,168.86,3,2,2,有,有,無,36000,213,,0,0,307134,2769287
大安區,建物,臺北市大安區東豐街51~100號,0,,,,10111,土地0建物1車位0,一層,7,店面(店鋪),住家用,鋼筋混凝土造,590914,108.12,0,0,0,無,無,無,75000,694,,0,0,305296,2769857
大安區,建物,臺北市大安區延吉街70巷2弄1~50號,0,,,,10109,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,68.7,2,2,1,有,無,無,23000,335,,0,0,305898,2770607
大安區,建物,臺北市大安區愛國東路51~100號,0,商,,,10108,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,103.1,0,0,0,無,無,無,105000,1018,,0,0,303207,2769405
信義區,建物,臺北市信義區松高路1~50號,0,商,,,10109,土地0建物1車位0,十九層,30,辦公商業大樓,見其他登記事項,見其他登記事項,931202,"2,217.06",0,0,0,無,有,無,1978447,892,,0,0,307046,2770299
大安區,房地(土地+建物),臺北市大安區敦化南路551~600號,27.97,其他,,,10109,土地3建物2車位0,一層,13,店面(店鋪),商業用,鋼筋混凝土造,680316,204.71,0,0,0,無,有,無,234000,1143,,0,0,305460,2769750
南港區,房地(土地+建物),臺北市南港區三重路51~100號,29.63,工,,,10110,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,,75.92,0,0,0,無,無,無,10000,132,,0,0,311943,2772626
北投區,房地(土地+建物),臺北市北投區溫泉路37巷1~50號,6.71,住,,,10109,土地2建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941111,39.27,1,1,1,有,有,有,13500,344,,0,0,300691,2780825
大安區,建物,臺北市大安區仁愛路四段222巷1~50號,0,住,,,10109,土地0建物1車位0,七層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,940202,54.85,1,1,1,有,有,有,35000,638,,0,0,305766,2769969
大安區,房地(土地+建物),臺北市大安區和平東路三段1~50號,10.56,住,,,10109,土地2建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,580215,36.46,0,0,0,無,無,無,26000,713,,0,0,305197,2768740
大安區,建物,臺北市大安區忠孝東路三段251巷5弄1~50號,49.75,住,,,10110,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),,加強磚造,,144.37,4,2,2,有,無,有,36000,249,,0,0,304707,2770589
大安區,建物,臺北市大安區安東街35巷1~50號,3.29,住,,,10110,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,911220,28.92,1,1,1,有,有,有,15000,519,,0,0,304821,2770773
大安區,建物,臺北市大安區忠孝東路四段101~150號,0,,,,10108,土地0建物1車位0,九層,12,辦公商業大樓,商業用,鋼筋混凝土造,710607,70.95,0,0,0,無,有,無,30000,423,,0,0,305463,2770428
大安區,建物,臺北市大安區忠孝東路三段101~150號,0,商,,,10109,土地0建物1車位0,八層,13,辦公商業大樓,住家用,鋼骨鋼筋混凝土造,970317,149.38,0,0,0,無,無,有,75000,502,,0,0,304278,2770452
松山區,建物,臺北市松山區民生東路五段1~50號,0,,,,10109,土地0建物1車位0,全,3,透天厝,見使用執照,鋼筋混凝土造,760120,155.62,1,2,2,有,有,無,100000,643,,0,0,306089,2772444
信義區,建物,臺北市信義區忠孝東路五段651~700號,0,住,,,10109,土地0建物1車位0,五層,10,辦公商業大樓,商業用,鋼筋混凝土造,811006,178.98,5,0,0,有,有,無,58000,324,,0,0,308503,2770547
信義區,建物,臺北市信義區永吉路51~100號,0,商,,,10109,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,891026,119.34,3,2,2,有,有,有,45000,377,,0,0,307488,2770973
大同區,建物,臺北市大同區寧夏路1~50號,0,商,,,10109,土地0建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001130,59.86,2,2,1,有,有,有,35000,585,,0,0,301936,2771956
中正區,建物,臺北市中正區羅斯福路一段83巷1~50號,0,商,,,10109,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980903,60.36,1,1,1,有,有,有,30000,497,,0,0,302457,2769358
文山區,房地(土地+建物),臺北市文山區木新路二段51~100號,39.13,住,,,10109,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,19.01,1,0,1,有,無,有,10000,526,,0,0,307613,2764317
中正區,建物,臺北市中正區寧波西街51~100號,0,,,,10109,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,107,1,1,1,有,無,無,30000,280,,0,0,302068,2769208
中山區,建物,臺北市中山區林森北路301~350號,0,商,,,10109,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,990409,76.7,1,1,1,有,有,有,40000,522,,0,0,302998,2772093
內湖區,房地(土地+建物),臺北市內湖區民權東路六段401~450號,9.58,住,,,10111,土地1建物1車位0,一層,14,店面(店鋪),見其他登記事項,鋼筋混凝土造,970916,63.2,0,0,1,無,有,無,35000,554,,0,0,310994,2773870
中山區,建物,臺北市中山區林森北路551~600號,0,商,,,10109,土地0建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726,131.41,2,2,1,有,有,有,55000,419,坡道平面,39.18,0,303100,2773172
中山區,建物,臺北市中山區松江路184巷26弄1~50號,0,住,,,10109,土地0建物1車位0,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971202,53.88,2,1,1,有,有,有,40000,742,,0,0,303539,2772130
中山區,房地(土地+建物),臺北市中山區大直街20巷1~50號,8.68,住,,,10109,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671026,96.21,3,2,2,有,無,無,30000,312,,0,0,305049,2774915
內湖區,建物,臺北市內湖區成功路五段450巷1~50號,0,住,,,10108,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860519,214.05,4,2,2,有,有,有,40000,187,,0,0,311348,2774172
內湖區,建物,臺北市內湖區內湖路一段323巷4弄1~50號,4.62,商,,,10109,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670420,19.83,1,1,1,有,無,有,12000,605,,0,0,307261,2775047
內湖區,建物,臺北市內湖區內湖路一段323巷1~50號,35.8,住,,,10110,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690918,129.62,3,2,2,有,無,有,23000,177,,0,0,307303,2775142
文山區,建物,臺北市文山區政大一街51~100號,"3,153.65",住,,,10109,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,831224,97.2,3,2,1,有,有,有,18000,185,,0,0,308684,2764273
信義區,房地(土地+建物),臺北市信義區忠孝東路五段201~250號,16.2,商,,,10109,土地1建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.08,3,2,2,有,無,無,28000,235,,0,0,307817,2770384
信義區,建物,臺北市信義區忠孝東路五段451~500號,0.18,住,,,10109,土地0建物1車位0,六層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,941006,50.2,1,1,1,無,無,有,28000,558,,0,0,308126,2770463
大安區,建物,臺北市大安區復興南路二段78巷30弄1~50號,21.48,住,,,10109,土地0建物1車位0,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760707,100.22,3,2,2,有,有,有,40000,399,,0,0,304715,2769278
