鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),交易標的橫坐標,交易標的縱坐標
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路51~100號,70.36,工,,,10001,土地1建物1車位2,三層,7,廠辦,見其他登記事項,鋼筋混凝土造,1010626,326.19,0,0,0,無,有,39150000,138146,坡道平面,66.32,3250000,308090,2772360
中山區,房地(土地+建物),臺北市中山區新生北路二段68巷1~50號,3.1,商,,,10108,土地1建物1車位0,六層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,970813,33.55,1,1,1,有,有,5980000,178245,,0,0,303116,2772112
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路51~100號,76.96,工,,,10001,土地1建物1車位2,三層,7,廠辦,見其他登記事項,鋼筋混凝土造,1010626,350.51,0,0,0,無,有,42600000,138288,坡道平面,66.32,3300000,308095,2772354
中山區,房地(土地+建物),臺北市中山區北安路601~650號,23.66,住,,,10107,土地1建物2車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,751103,116.34,3,2,2,有,無,22000000,189102,,0,0,305379,2775156
中山區,房地(土地+建物)+車位,臺北市中山區敬業二路69巷51~100號,13.73,商,,,10108,土地1建物1車位1,十層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,961218,97.51,2,1,1,有,有,14340000,147067,坡道平面,41.79,0,305766,2775001
中山區,房地(土地+建物),臺北市中山區新生北路三段68巷1~50號,6.37,商,,,10107,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,851011,44.84,1,1,1,有,無,5550000,123773,,0,0,303195,2773180
中山區,房地(土地+建物),臺北市中山區堤頂大道二段301~350號,28.31,住,,,10107,土地1建物1車位0,一層,11,店面(店鋪),商業用,鋼筋混凝土造,900621,63.85,0,1,1,有,有,22050000,345352,,0,0,306943,2774571
中山區,房地(土地+建物),臺北市中山區中山北路一段83巷1~50號,7.57,商,,,10107,土地1建物1車位0,二層,5,套房(1房1廳1衛),商業用,鋼筋混凝土造,800910,37.09,1,0,1,無,無,5120000,138026,,0,0,302797,2771422
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段201~250號,62.29,住,,,10108,土地2建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001114,245.68,4,2,2,有,有,40600000,165254,坡道平面,33.57,0,310542,2773344
中正區,房地(土地+建物),臺北市中正區詔安街51~100號,23.26,住,,,10107,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720930,129.2,3,2,2,有,無,15800000,122293,,0,0,301837,2768619
大安區,房地(土地+建物),臺北市大安區大安路一段201~250號,3.45,住,,,10108,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971028,34.09,1,1,1,有,有,13000000,381330,,0,0,305078,2769752
大安區,車位,臺北市大安區和平東路一段51~100號,0.02,商,,,10108,土地0建物0車位1,地下二層,20,其他,停車空間,鋼筋混凝土造,790307,28.4,0,0,0,有,有,2300000,,坡道平面,0,2300000,302929,2768908
大安區,房地(土地+建物),臺北市大安區瑞安街31巷1~50號,47,住,,,10107,土地2建物1車位0,二層，露台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,112.64,2,2,2,有,無,28200000,250355,,0,0,304988,2769273
大安區,土地,通化段三小段801~850地號,28,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1142400,40800,,0,0,305787,2768804
大安區,房地(土地+建物)+車位,臺北市大安區延吉街252巷1~50號,27.13,住,,,10108,土地2建物2車位1,三層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820423,259.19,3,2,2,有,無,65000000,250773,坡道平面,0,0,306125,2769719
北投區,房地(土地+建物),臺北市北投區東陽街451~500號,55.5,住,,,10108,土地1建物3車位0,全,3,透天厝,住商用,加強磚造,600719,116.76,0,0,0,無,無,21000000,179856,,0,0,302347,2778316
北投區,土地,豐年段一小段801~850地號,"1,269.81",農,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,51856200,40838,,0,0,299403,2779411
北投區,房地(土地+建物)+車位,臺北市北投區溫泉路37巷1~50號,18.92,住,,,10108,土地2建物2車位1,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941111,112.41,2,1,1,有,有,12100000,107646,坡道機械,19.86,0,300721,2780796
北投區,房地(土地+建物),臺北市北投區光明路51~100號,3.23,商,,,10108,土地1建物1車位0,十七層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,961116,36.38,0,1,1,無,有,5450000,149810,,0,0,300460,2780539
北投區,房地(土地+建物),臺北市北投區明德路251~300號,10.06,住,,,10107,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,690728,52.78,0,0,0,無,有,12000000,227338,,0,0,302679,2778553
文山區,房地(土地+建物),臺北市文山區景福街54巷5弄1~50號,27.46,住,,,10107,土地1建物1車位0,九層,16,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,880119,123.87,3,2,2,有,有,17100000,138043,,0,0,304248,2765798
大同區,房地(土地+建物),臺北市大同區華亭街1~50號,4.32,商,,,10107,土地1建物1車位0,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991101,42.3,1,2,1,有,有,7120000,168298,,0,0,301750,2771809
中山區,房地(土地+建物),臺北市中山區林森北路119巷51~100號,13.3,商,,,10108,土地1建物1車位0,一層,6,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,731106,75.76,0,0,0,無,有,13000000,171601,,0,0,303256,2771459
中山區,房地(土地+建物),臺北市中山區林森北路119巷51~100號,13.3,商,,,10108,土地1建物2車位0,一層,6,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,731106,73.88,0,0,0,無,有,13000000,175956,,0,0,303263,2771452
中山區,房地(土地+建物)+車位,臺北市中山區建國北路二段1~50號,8.03,住,,,10107,土地2建物1車位1,十四層,14,套房(1房1廳1衛),商業用,鋼筋混凝土造,950713,113.3,1,1,1,有,有,16770000,148020,升降平面,0,0,304230,2771804
南港區,房地(土地+建物)+車位,臺北市南港區松河街251~300號,26.09,商,,,10108,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970306,209.08,4,2,2,有,有,40500000,193701,坡道平面,0,0,308593,2771647
北投區,土地,豐年段一小段601~650地號,245.04,農,,,10108,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,9480000,38687,,0,0,300205,2779342
大安區,土地,仁愛段一小段451~500地號,2.24,其他,,,10108,土地14建物0車位0,,,其他,,,,0,0,0,0,有,無,123609,55216,,0,0,305935,2769777
大安區,房地(土地+建物),臺北市大安區信義路四段151~200號,9.61,住,,,10108,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,850705,93.49,1,1,2,有,有,26580000,284319,,0,0,305703,2769509
大安區,車位,臺北市大安區敦化南路一段351~400號,3.23,其他,,,10108,土地0建物0車位1,地下一層，見使用執照,12,其他,見使用執照,鋼筋混凝土造,700219,39.27,0,0,0,有,有,2850000,,升降平面,38.27,2850000,305317,2769612
大安區,土地,懷生段一小段251~300地號,5.25,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,200000,38095,,0,0,304696,2770681
大安區,房地(土地+建物),臺北市大安區復興南路二段1~50號,4.96,商,,,10107,土地1建物1車位0,三層,11,套房(1房1廳1衛),商業用,鋼筋混凝土造,840907,41.56,1,1,1,有,有,10200000,245426,,0,0,304902,2769408
士林區,房地(土地+建物)+車位,臺北市士林區士東路91巷1~50號,24.5,住,,,10106,土地1建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971226,150.15,3,2,2,有,有,30600000,203797,升降機械,0,0,303400,2778397
松山區,土地,民生段1~50地號,8,其他,,,10107,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,196800,24600,,0,0,307251,2772816
松山區,房地(土地+建物),臺北市松山區民生東路三段130巷5弄1~50號,37.93,住,,,10107,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710628,140.7,3,2,2,有,無,29800000,211801,,0,0,305122,2772196
信義區,房地(土地+建物),臺北市信義區永吉路51~100號,2.97,商,,,10107,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960524,38.95,1,1,1,有,有,7700000,197669,,0,0,307435,2770974
中山區,房地(土地+建物),臺北市中山區松江路1~50號,1.56,商,,,10108,土地1建物1車位0,七層,12,套房(1房1廳1衛),商業用,鋼筋混凝土造,720805,17.99,1,0,1,有,有,2420000,134493,,0,0,303798,2771123
中山區,房地(土地+建物),臺北市中山區建國北路一段1~50號,4.13,住,,,10108,土地1建物1車位0,六層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,930416,39.38,1,1,1,有,有,8380000,212782,,0,0,304203,2771143
內湖區,房地(土地+建物),臺北市內湖區金湖路1~50號,23.02,住,,,10108,土地5建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701224,108.08,3,2,2,有,無,12750000,117963,,0,0,310208,2775056
中山區,房地(土地+建物),臺北市中山區民生東路二段127巷1~50號,12.86,住,,,10107,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,651206,78.98,2,2,1,有,有,14150000,179163,,0,0,303668,2772336
中山區,房地(土地+建物),臺北市中山區化中山北路三段51~100號,11.61,商,,,10108,土地1建物1車位0,八層,8,辦公商業大樓,商業用,鋼筋混凝土造,600711,64.64,0,2,0,有,有,10000000,154703,,0,0,302692,2773442
中山區,房地(土地+建物),臺北市中山區林森北路451~500號,3.61,商,,,10107,土地1建物1車位0,二層,10,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,850730,43.34,1,0,1,有,有,5900000,136130,,0,0,303017,2772631
大同區,房地(土地+建物),臺北市大同區五原路1~50號,3.76,住,,,10108,土地1建物1車位0,六層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,981216,39.43,1,1,1,有,有,7800000,197799,,0,0,302220,2772147
大同區,車位,臺北市大同區五原街1~50號,0.11,住,,,10108,土地0建物0車位1,一層,14,其他,見其他登記事項,鋼筋混凝土造,981216,22.59,0,0,0,有,有,1000000,,坡道機械,0,1000000,302222,2772145
士林區,土地,蘭雅段一小段601~650地號,1.84,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,30000,16281,,0,0,302887,2777767
北投區,房地(土地+建物),臺北市北投區新民路51~100號,5.44,住,,,10108,土地1建物1車位0,二層,10,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970221,27.5,1,1,1,有,有,2950000,107254,,0,0,301485,2781394
士林區,房地(土地+建物),臺北市士林區基河路1~50號,7.98,住,,,10108,土地2建物1車位0,八層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,871211,50.11,1,1,1,有,有,11980000,239064,,0,0,302921,2775148
松山區,房地(土地+建物),臺北市松山區南京東路五段1~50號,6.09,其他,,,10108,土地1建物1車位0,十七層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,790216,73.67,2,0,1,有,有,18000000,244340,,0,0,306459,2771550
松山區,房地(土地+建物),臺北市松山區新東街3巷1~50號,30,住,,,10107,土地1建物1車位0,二層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,84.04,3,2,1,有,無,15600000,185626,,0,0,307045,2772274
士林區,房地(土地+建物),臺北市士林區至誠路一段1~50號,37.86,住,,,10107,土地3建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680628,111.55,3,2,2,有,無,12880000,115464,,0,0,304126,2777125
士林區,土地,光華段二小段701~750地號,8.79,住,,,9908,土地4建物0車位0,,,其他,,,,0,0,0,0,有,無,348415,39630,,0,0,302472,2775842
士林區,房地(土地+建物),臺北市士林區永平街1~50號,24.12,住,,,10107,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,611028,67.71,2,1,1,有,無,6880000,101610,,0,0,300924,2775897
士林區,土地,溪山段三小段251~300地號,"1,308.43",其他,,,10108,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,5937150,4538,,0,0,307856,2778752
士林區,土地,溪山段三小段251~300地號,"2,772.95",其他,,,10108,土地4建物0車位0,,,其他,,,,0,0,0,0,有,無,12581400,4537,,0,0,307822,2778842
大安區,土地,復興段一小段51~100地號,13.65,其他,,,10108,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,560000,41016,,0,0,305261,2770748
大安區,土地,懷生段一小段701~750地號,32.43,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2642000,81471,,0,0,304481,2770564
大安區,土地,大安段二小段351~400地號,9.5,其他,,,10108,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,850000,89474,,0,0,304887,2769229
大安區,房地(土地+建物),臺北市大安區基隆路二段251~300號,14.8,住,,,10107,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760401,104.43,3,1,1,有,有,19800000,189593,,0,0,305506,2768283
大安區,房地(土地+建物),臺北市大安區基隆路二段251~300號,13.21,住,,,10108,土地2建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840824,63.11,2,2,1,有,有,13500000,213928,,0,0,305500,2768314
大安區,房地(土地+建物),臺北市大安區安居街1~50號,15.78,住,,,10108,土地2建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,711029,79.33,2,1,1,有,無,13000000,163882,,0,0,306001,2768208
文山區,房地(土地+建物),臺北市文山區辛亥路四段101巷140弄1~50號,170,住,,,10108,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,,210.7,7,2,4,有,無,29000000,137636,,0,0,306787,2766680
文山區,房地(土地+建物)+車位,臺北市文山區忠順街一段10巷1~50號,43.53,住,,,10108,土地1建物2車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820121,155.17,3,2,2,有,無,18250000,117616,坡道平面,0,0,306378,2764038
文山區,房地(土地+建物),臺北市文山區和興路44巷3弄1~50號,34.12,住,,,10107,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720809,96.28,3,2,1,有,無,10950000,113735,,0,0,305272,2764168
文山區,房地(土地+建物),臺北市文山區景興路127巷1~50號,30.25,住,,,10108,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,102.59,3,2,2,有,無,13800000,134516,,0,0,305022,2765280
大同區,房地(土地+建物),臺北市大同區承德路三段151~200號,6.79,商,,,10108,土地1建物1車位0,五層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,960822,72.85,1,1,1,有,有,11500000,157856,,0,0,302344,2773431
中正區,房地(土地+建物)+車位,臺北市中正區仁愛路二段51~100號,31.42,住,,,10108,土地2建物1車位2,八層，陽台,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,243.69,3,2,3,有,有,69380000,284702,升降機械,0,0,303596,2770129
萬華區,房地(土地+建物),臺北市萬華區廣州街101~150號,14.11,商,,,10108,土地2建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,681101,81.94,0,0,0,無,無,11000000,134245,,0,0,300644,2769914
萬華區,房地(土地+建物),臺北市萬華區環河南路二段155巷1~50號,9.8,住,,,10108,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,690729,47.06,0,0,0,無,有,5250000,111560,,0,0,299772,2769569
內湖區,房地(土地+建物),臺北市內湖區成功路二段115巷47弄1~50號,35.55,住,,,10107,土地4建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,59.95,2,1,1,有,無,6980000,116430,,0,0,309823,2773129
中山區,房地(土地+建物),臺北市中山區林森北路551~600號,19.93,商,,,10108,土地1建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660322,185.03,3,2,2,有,有,28500000,154031,,0,0,303057,2773118
中山區,房地(土地+建物),臺北市中山區吉林路144巷1~50號,33.25,住,,,10107,土地1建物1車位0,三層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620427,94.96,2,2,1,有,無,17000000,179023,,0,0,303424,2772075
中山區,房地(土地+建物),臺北市中山區新生北路二段101~150號,1.79,商,,,10108,土地1建物1車位0,十層,14,辦公商業大樓,商業用,鋼筋混凝土造,680119,26.58,0,0,0,無,無,2160000,81257,,0,0,303199,2772515
內湖區,房地(土地+建物),臺北市內湖區內湖路一段737巷1~50號,44.19,住,,,10107,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,102.83,3,2,1,有,無,17000000,165321,,0,0,308423,2774731
中山區,房地(土地+建物),臺北市中山區興安街51~100號,16.19,住,,,10108,土地1建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,750609,79.85,2,2,1,有,有,16500000,206641,,0,0,304778,2772063
內湖區,房地(土地+建物),臺北市內湖區南京東路六段301~350號,7.66,工,,,10107,土地1建物1車位0,十一層,12,辦公商業大樓,見其他登記事項,鋼筋混凝土造,970407,45.99,0,0,0,無,有,6200000,134826,,0,0,309136,2772364
中山區,房地(土地+建物),臺北市中山區雙城街19巷1~50號,7.14,住,,,10107,土地2建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970312,68,1,1,1,有,有,12100000,177948,,0,0,302921,2773096
中山區,房地(土地+建物),臺北市中山區南京東路一段132巷1~50號,10,住,,,10108,土地1建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740718,53.94,1,1,1,有,無,5700000,105667,,0,0,303173,2771484
中山區,房地(土地+建物),臺北市中山區錦州街241巷1弄1~50號,41,住,,,10108,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),,加強磚造,,92.06,3,2,1,有,無,15800000,171627,,0,0,303936,2772589
內湖區,房地(土地+建物)+車位,臺北市內湖區港華街107巷1~50號,26.13,住,,,10108,土地1建物1車位1,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000527,166.96,3,2,2,有,有,25000000,149734,坡道平面,26.37,0,307930,2775199
南港區,房地(土地+建物),臺北市南港區南深路1~50號,11.86,住,,,10107,土地1建物2車位0,七層,10,套房(1房1廳1衛),住家用,鋼筋混凝土造,880316,49.49,1,0,1,有,有,3200000,64661,,0,0,312656,2769953
松山區,房地(土地+建物),臺北市松山區南京東路四段101~150號,15.81,住,,,10107,土地1建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760119,161.8,3,1,1,有,有,31380000,193945,,0,0,305977,2771627
南港區,房地(土地+建物),臺北市南港區中南街42巷51~100號,32.25,工,,,10107,土地1建物1車位0,四層，陽台,4,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,640604,108.87,3,2,1,有,無,14000000,128594,,0,0,311907,2771876
南港區,房地(土地+建物),臺北市南港區重陽路57巷51~100號,24.45,住,,,10108,土地1建物1車位0,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961128,110.91,2,2,1,有,有,12000000,108196,,0,0,310065,2772429
信義區,房地(土地+建物),臺北市信義區松隆路301~350號,29.5,商,,,10107,土地2建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,112.78,3,2,2,有,無,18800000,166695,,0,0,308448,2771288
松山區,房地(土地+建物)+車位,臺北市松山區復興北路51~100號,33.97,商,,,10107,土地2建物2車位1,五層,16,辦公商業大樓,商業用,鋼筋混凝土造,741029,391.41,5,1,0,有,有,87500000,223552,坡道平面,35.44,0,304939,2771471
松山區,房地(土地+建物)+車位,臺北市松山區八德路四段751~800號,7.29,商,,,10106,土地1建物1車位1,一層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,881129,83.73,1,1,2,有,有,10100000,120628,升降平面,42.73,0,308385,2771604
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段93巷1~50號,4.43,商,,,10108,土地1建物2車位1,十四層,14,套房(1房1廳1衛),商業用,鋼筋混凝土造,920808,46.23,1,1,1,有,有,9100000,174547,塔式車位,0.97,1200000,302909,2772475
中山區,房地(土地+建物),臺北市中山區德惠街201~250號,16.5,住,,,10107,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730817,87.79,3,1,1,有,有,15500000,176558,,0,0,303782,2773227
中山區,車位,臺北市中山區中山北路三段1~50號,3.6,商,,,10108,土地0建物0車位0,地下一層,12,其他,見使用執照,鋼筋混凝土造,710609,37.09,0,0,0,無,有,2480000,,坡道平面,0,2480000,302670,2773103
內湖區,房地(土地+建物)+車位,臺北市內湖區港華街107巷1~50號,34.23,住,,,10108,土地1建物1車位2,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000527,243.53,3,2,3,有,有,35000000,143717,坡道平面,52.72,0,307914,2775215
內湖區,房地(土地+建物),臺北市中山區康寧路三段151~200號,26.05,商,,,10106,土地1建物2車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760525,111.98,3,2,2,有,無,11500000,102696,,0,0,311744,2773683
內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路一段251~300號,19.32,住,,,10108,土地4建物2車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,801021,97.07,2,1,1,有,有,11750000,121045,坡道平面,33.9,0,310316,2774562
內湖區,房地(土地+建物),臺北市內湖區文德路66巷13弄1~50號,48.1,住,,,10108,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,730131,146.55,4,2,1,有,有,16200000,110543,,0,0,308688,2774479
中山區,房地(土地+建物),臺北市中山區建國北路二段1~50號,9.02,住,,,10108,土地5建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770524,74.79,2,1,1,有,有,15350000,205245,,0,0,304263,2772010
內湖區,房地(土地+建物),臺北市內湖區新明路351~400號,18.58,其他,,,10108,土地1建物1車位0,七層,11,其他,見其他登記事項,鋼筋混凝土造,980403,100.4,3,2,2,有,有,18100000,180279,,0,0,308843,2772057
中山區,房地(土地+建物),臺北市中山區北安路578巷1~50號,31.64,住,,,10108,土地1建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,990514,152.7,0,0,0,無,有,35500000,232487,,0,0,305352,2774857
中山區,房地(土地+建物),臺北市中山區北安路578巷1~50號,31.64,住,,,10108,土地1建物1車位0,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,990514,152.7,0,0,0,無,有,35000000,229213,,0,0,305378,2774831
中山區,房地(土地+建物),臺北市中山區北安路595巷1~50號,26.74,住,,,10107,土地1建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760117,111.55,3,2,2,有,有,25200000,225904,,0,0,305215,2775004
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路五段51~100號,7.74,商,,,10108,土地2建物1車位2,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970603,91.58,1,1,1,無,有,12200000,133212,其他,0,0,311047,2774097
中山區,房地(土地+建物)+車位,臺北市中山區龍江路65巷1~50號,45.85,住,,,10107,土地1建物2車位1,一層，地下一層,5,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,800925,229.65,4,2,2,有,無,31000000,134984,升降平面,7.69,0,304655,2771533
中山區,車位,臺北市中山區北安路578巷1~50號,0.44,住,,,10108,土地0建物0車位1,,,其他,,,,31.92,0,0,0,有,有,1000000,,其他,31.92,1000000,305355,2774854
內湖區,房地(土地+建物),臺北市內湖區民權東路六段101~150號,4.29,住,,,10107,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960621,43.89,0,0,0,無,有,7000000,159487,,0,0,309496,2773509
中山區,房地(土地+建物)+車位,臺北市中山區雙城街13巷1~50號,15.07,住,,,10108,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010327,199.63,3,2,2,有,有,30300000,151779,坡道平面,0,0,302941,2772999
萬華區,房地(土地+建物),臺北市萬華區西園路二段281巷1~50號,29.25,住,,,10108,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,590122,79.9,4,2,1,有,無,6800000,85106,,0,0,299732,2768494
大同區,房地(土地+建物),臺北市大同區敦煌路101~150號,80,住,,,10107,土地1建物1車位0,全,2,透天厝,,加強磚造,,155.26,3,2,2,有,無,17000000,109494,,0,0,302117,2774282
萬華區,房地(土地+建物)+車位,臺北市萬華區漢口街二段1~50號,7.59,商,,,10108,土地1建物2車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001125,109.6,2,1,1,有,有,20400000,194766,升降機械,9.48,900000,301223,2770921
萬華區,房地(土地+建物),臺北市萬華區西昌街201~250號,14.6,商,,,10108,土地2建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660413,60.65,4,0,1,有,無,5000000,82440,,0,0,300575,2770069
萬華區,房地(土地+建物),臺北市萬華區西藏路251~300號,43.33,商,,,10108,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,185.49,3,2,2,有,無,18000000,97039,,0,0,299776,2769011
大同區,土地,玉泉段一小段851~900地號,26.07,商,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,13580000,520945,,0,0,301725,2771461
中正區,車位,臺北市中正區臺北市中正區忠孝東路二段64巷1~50號,1.62,其他,,,10108,土地0建物0車位1,,,其他,,,,38.19,0,0,0,無,有,3200000,,坡道平面,38.19,3200000,303310,2770556
中正區,房地(土地+建物),臺北市中正區漢口街一段51~100號,4.51,商,,,10107,土地1建物1車位0,九層,13,辦公商業大樓,見使用執照,鋼筋混凝土造,880923,48.23,0,0,1,無,有,7300000,151356,,0,0,301562,2770899
萬華區,房地(土地+建物),臺北市萬華區康定路201~250號,21.25,住,,,10108,土地3建物1車位0,二層,11,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,700410,222.02,3,1,1,有,有,22000000,99089,,0,0,300630,2770066
中正區,土地,河堤段三小段551~600地號,7.75,其他,,,10108,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,165242,21322,,0,0,302641,2768255
文山區,房地(土地+建物),臺北市文山區景興路153巷1~50號,19.61,住,,,10108,土地1建物1車位0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,47.91,1,1,1,有,無,6750000,140889,,0,0,305017,2765143
文山區,房地(土地+建物),臺北市文山區仙岩路16巷51~100號,58.97,住,,,10108,土地1建物1車位0,二層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,870327,105.13,3,2,2,有,有,13200000,125555,,0,0,305558,2765401
文山區,房地(土地+建物),臺北市文山區萬隆街51~100號,21.66,住,,,10108,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,111.71,3,2,1,有,有,16880000,151100,,0,0,304245,2765974
